License_Number,Facility_Name,DBA,Facility_Type,Street,City,ZIP_Code,Expiration_Date,Date_Updated,Category,Sheet
402R-00477,NATURAL ALTERNATIVES FOR HEALTH CORP,,Retail Marijuana Store,6712 South College Avenue,Fort Collins,80525,7/3/2027,2026-04-02 00:00:00,Stores,Retail
402R-01136,NATURE MED INC,KIND-MEDS,Retail Marijuana Store,260 Santa Fe Drive,Denver,80223,8/18/2027,2026-04-02 00:00:00,Stores,Retail
402R-00052,NATURES HERBS & WELLNESS CENTER,NATURE'S HERBS & WELLNESS CENTER,Retail Marijuana Store,540 27th Street,Garden City,80631,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00341,NATURES HERBS & WELLNESS CENTER II LLC,,Retail Marijuana Store,17224 North Frontage Road,Log Lane Village,80705,10/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00735,NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS & WELLNESS CENTER III,Retail Marijuana Store,3220 Center Drive,Milliken,80543,2/26/2027,2026-04-02 00:00:00,Stores,Retail
402R-00659,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS LLC,NATURE'S KISS,Retail Marijuana Store,4332 South Broadway,Englewood,80113,3/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00798,NEBO FINANCIAL CAPITAL LLC,,Retail Marijuana Store,83 Davidson Creek Road,Durango,81301,1/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-01060,NEBRINA ADAMS COUNTY LLC,THE FIREPLACE,Retail Marijuana Store,8310 Washington Street,Denver,80229,11/25/2026,2026-04-02 00:00:00,Stores,Retail
402R-01033,NEBRINA GOLDEN LLC,SOCIAL CANNABIS DISPENSARY,Retail Marijuana Store,17120 West Colfax Avenue,Golden,80401,11/30/2026,2026-04-02 00:00:00,Stores,Retail
402R-00402,NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,Retail Marijuana Store,"3473 Main Avenue, Units 10 &11",Durango,81301,2/4/2027,2026-04-02 00:00:00,Stores,Retail
402R-00149,NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,Retail Marijuana Store,"300 West Colorado Avenue, Unit 2C, Suites D & E",Telluride,81435,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01036,NORTH FORK CURATORS LLC,JIMMY'S JOINT,Retail Marijuana Store,119 Grand Avenue,Paonia,81428,12/21/2026,2026-04-02 00:00:00,Stores,Retail
402R-00699,NORTHWEST CANNABIS INC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,420 East Brontosaurus Boulevard,Dinosaur,81610,10/10/2027,2026-04-02 00:00:00,Stores,Retail
402R-00064,NS BRECK LIMITED,NORTHERN STANDARD,Retail Marijuana Store,"1795 Airport Road, Unit A-2",Breckenridge,80424,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00842,NUGRO INDUSTRIES INC,,Retail Marijuana Store,601 US Highway 85/87,Walsenburg,81089,10/4/2026,2026-04-02 00:00:00,Stores,Retail
402R-00020,NUTRITIONAL ELEMENTS LLC,THE HEALTH CENTER,Retail Marijuana Store,2777 South Colorado Boulevard,Denver,80222,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01085,NUVUE PHARMA LLC,,Retail Marijuana Store,2304 East Platte Avenue,Colorado Springs,80909,4/8/2027,2026-04-02 00:00:00,Stores,Retail
402R-00779,NUVUE PHARMA LLC,,Retail Marijuana Store,503 Patton Street,Cortez,81321,9/12/2026,2026-04-02 00:00:00,Stores,Retail
402R-00891,NUVUE PHARMA LLC,,Retail Marijuana Store,"1842 South Parker Road, Unit 18",Denver,80231,12/23/2026,2026-04-02 00:00:00,Stores,Retail
402R-00828,NUVUE PHARMA LLC,,Retail Marijuana Store,1003 West Tomichi Avenue,Gunnison,81230,7/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00843,NUVUE PHARMA LLC,,Retail Marijuana Store,"1805 Santa Fe Drive, Unit E",Pueblo,81006,10/7/2026,2026-04-02 00:00:00,Stores,Retail
402R-00650,NUVUE PHARMA LLC,,Retail Marijuana Store,4740 Dillon Drive,Pueblo,81008,3/13/2027,2026-04-02 00:00:00,Stores,Retail
402R-00689,NUVUE PHARMA LLC,,Retail Marijuana Store,1400 Van Buren Street,Trinidad,81082,7/31/2027,2026-04-02 00:00:00,Stores,Retail
402R-00116,O LIMITED,SILVER STEM FINE CANNABIS,Retail Marijuana Store,"1 West 1st Street, Unit 1D",Nederland,80466,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00184,OPTIONS CANNABIS CO LTD,OPTIONS,Retail Marijuana Store,9085 West 44th Avenue,Wheat Ridge,80033,3/3/2027,2026-04-02 00:00:00,Stores,Retail
402R-00220,ORGANIC ALTERNATIVES INC,ORGANIC ALTERNATIVES,Retail Marijuana Store,346 East Mountain Avenue,Fort Collins,80524,5/16/2027,2026-04-02 00:00:00,Stores,Retail
402R-00991,OUTCROP DISPENSARY LLC,,Retail Marijuana Store,18475 West Colfax Avenue Suite 140A,Golden,80401,1/26/2027,2026-04-02 00:00:00,Stores,Retail
402R-00170,PBVILLE LLC,FLOYD'S FINE CANNABIS,Retail Marijuana Store,1101 Poplar Street,Leadville,80461,9/25/2026,2026-04-02 00:00:00,Stores,Retail
402R-00943,PCG ONE LLC,FORAGE BUENA VISTA,Retail Marijuana Store,318 Charles Street,Buena Vista,81211,11/8/2026,2026-04-02 00:00:00,Stores,Retail
402R-00783,PEAK 6010 LLC,ELEVATE 6010,Retail Marijuana Store,911 East Main Street,Trinidad,81082,9/26/2026,2026-04-02 00:00:00,Stores,Retail
402R-00864,PEAK NORTH HOLDINGS GROUP LLC,PEAK DISPENSARY,Retail Marijuana Store,140 Railroad Avenue,Sedgwick,80749,4/13/2027,2026-04-02 00:00:00,Stores,Retail
402R-00764,PERSONALIZED ORGANIC TREATMENTS LLC,CANNA BOTICA,Retail Marijuana Store,"219 North Vallejo Street, Unit 2",Denver,80223,7/9/2027,2026-04-02 00:00:00,Stores,Retail
402R-00146,PHYSICIAN PREFERRED PRODUCTS LLC,DOC'S APOTHECARY,Retail Marijuana Store,"2100 East 112th Avenue, Unit 5",Northglenn,80233,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00019,PI ARAPAHOE LLC,LOVA ARAPAHOE,Retail Marijuana Store,2042 Arapahoe Street,Denver,80205,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00364,PI AURORA LLC,LOVA AURORA,Retail Marijuana Store,19005 East Quincy Avenue,Aurora,80015,11/18/2026,2026-04-02 00:00:00,Stores,Retail
402R-00919,PI DURANGO LLC,LOVA DURANGO,Retail Marijuana Store,"1135 South Camino Del Rio Drive, Unit 220",Durango,81303,7/12/2027,2026-04-02 00:00:00,Stores,Retail
402R-01114,PI HOLDINGS INC,THE CHRONIC BOUTIQUE,Retail Marijuana Store,325 East Pikes Peak Avenue,Colorado Springs,80902,5/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-00784,PI HOLDINGS INC,ROCKY MOUNTAIN CANNASOL,Retail Marijuana Store,614 Arizona Avenue,Trinidad,81082,9/27/2026,2026-04-02 00:00:00,Stores,Retail
402R-00896,PI NORTH SHERIDAN LLC,LOVA SHERIDAN,Retail Marijuana Store,446 North Sheridan Boulevard,Denver,80226,2/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00840,PI WILLITS LLC,LOVA BASALT,Retail Marijuana Store,701 East Valley Road Unit 102,Basalt,81621,9/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00400,PIONEER INTERESTS COLFAX LLC,LOVA COLFAX,Retail Marijuana Store,3121 East Colfax Avenue,Denver,80206,2/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00043,PIONEER INTERESTS SHERIDAN LLC,LOVA EDGEWATER,Retail Marijuana Store,"2045 Sheridan Boulevard, Unit B",Edgewater,80214,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00531,PJ INVESTMENT GROUP LLC,WISE CANNABIS CO,Retail Marijuana Store,21950 Highway 285,Fairplay,80440,12/11/2026,2026-04-02 00:00:00,Stores,Retail
402R-00103,PLANET SPACE LLC,GANJA GOURMET,Retail Marijuana Store,1810 South Broadway,Denver,80210,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01120,PND LLC,A CUT ABOVE,Retail Marijuana Store,1150 East Fillmore Street,Colorado Springs,80907,5/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-01043,POPSTARS LLC,,Retail Marijuana Store,3997 Water Lily Drive Unit 8,Wellington,80549,4/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-01091,PURE MEDICAL LLC,PURE,Retail Marijuana Store,1905 North Academy Boulevard,Colorado Springs,80909,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-01090,PURE MEDICAL LLC,PURE,Retail Marijuana Store,207 West Rockrimmon Boulevard,Colorado Springs,80919,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-01089,PURE MEDICAL LLC,PURE,Retail Marijuana Store,8025 North Academy Boulevard,Colorado Springs,80919,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00044,RD INDUSTRIES II LLC,HOUSE OF DANKNESS,Retail Marijuana Store,10555 East 45th Avenue,Denver,80239,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00376,RESERVE1 LLC,EMERALD FIELDS,Retail Marijuana Store,"4182 East Virginia Avenue, Unit C",Glendale,80246,12/16/2026,2026-04-02 00:00:00,Stores,Retail
402R-00810,RIFLE REMEDIES LLC,GREEN CROSS RIFLE,Retail Marijuana Store,1435 Airport Road,Rifle,81650,3/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-00259,RIFLE REMEDIES LLC,GREEN CROSS SILT,Retail Marijuana Store,502 Front Street,Silt,81652,10/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00790,RINO SUPPLY CO INC,RINO SUPPLY COMPANY,Retail Marijuana Store,3100 Blake Street,Denver,80205,11/13/2026,2026-04-02 00:00:00,Stores,Retail
402R-01072,RJJ ACADEMY LLC,NATIVE ROOTS ACADEMY,Retail Marijuana Store,1003 North Academy Boulevard,Colorado Springs,80909,3/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-00493,RJJ ADAMS LLC,NATIVE ROOTS NORTH DENVER,Retail Marijuana Store,620 East 58th Avenue,Denver,80216,7/30/2027,2026-04-02 00:00:00,Stores,Retail
402R-00379,RJJ ASPEN LLC,NATIVE ROOTS ASPEN,Retail Marijuana Store,308 South Hunter Street,Aspen,81611,12/23/2026,2026-04-02 00:00:00,Stores,Retail
402R-01071,RJJ COLORADO SPRINGS LLC,NATIVE ROOTS COLORADO SPRINGS,Retail Marijuana Store,3660 Austin Bluffs Parkway,Colorado Springs,80918,3/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-00434,RJJ DILLON LLC,NATIVE ROOTS DILLON,Retail Marijuana Store,850 Little Beaver Trail,Dillon,80435,3/26/2027,2026-04-02 00:00:00,Stores,Retail
402R-00335,RJJ EDGEWATER LLC,NATIVE ROOTS EDGEWATER,Retail Marijuana Store,5610 West 20th Avenue,Edgewater,80214,10/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00363,RJJ FRISCO LLC,NATIVE ROOTS FRISCO,Retail Marijuana Store,861 North Summit Boulevard,Frisco,80443,11/17/2026,2026-04-02 00:00:00,Stores,Retail
402R-01005,RJJ GRAND JUNCTION LLC,NATIVE ROOTS GRAND JUNCTION,Retail Marijuana Store,683 Horizon Drive Unit 110,Grand Junction,81506,6/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00368,RJJ HIGHLANDS LLC,NATIVE ROOTS HIGHLANDS,Retail Marijuana Store,2209 West 32nd Avenue,Denver,80211,11/21/2026,2026-04-02 00:00:00,Stores,Retail
402R-00416,RJJ LONGMONT LLC,NATIVE ROOTS LONGMONT,Retail Marijuana Store,19 South Sunset Street,Longmont,80501,2/25/2027,2026-04-02 00:00:00,Stores,Retail
402R-00049,RJJ MORRISON II LLC,NATIVE ROOTS COLORADO BLVD,Retail Marijuana Store,1155 South Colorado Boulevard,Denver,80246,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00484,RJJ SANTA FE LLC,NATIVE ROOTS SANTA FE,Retail Marijuana Store,"2645 South Santa Fe Drive, Units D & E",Denver,80223,7/31/2027,2026-04-02 00:00:00,Stores,Retail
402R-00380,RJJ SHERIDAN LLC,NATIVE ROOTS LITTLETON,Retail Marijuana Store,7870 West Quincy Avenue,Denver,80123,12/23/2026,2026-04-02 00:00:00,Stores,Retail
402R-01076,RJJ TEJON LLC,NATIVE ROOTS TEJON,Retail Marijuana Store,1433 South Tejon Street,Colorado Springs,80905,3/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-00696,RJJ TOWER LLC,NATIVE ROOTS DENVER AIRPORT,Retail Marijuana Store,7050 North Tower Road,Denver,80249,8/25/2027,2026-04-02 00:00:00,Stores,Retail
402R-00617,RJJ TRINIDAD LLC,NATIVE ROOTS TRINIDAD,Retail Marijuana Store,3140 Santa Fe Trail,Trinidad,81082,1/19/2027,2026-04-02 00:00:00,Stores,Retail
402R-01078,RJJ UINTAH LLC,NATIVE ROOTS UINTAH,Retail Marijuana Store,1705 West Uintah Street,Colorado Springs,80904,3/31/2027,2026-04-02 00:00:00,Stores,Retail
402R-00671,RJL ASSET MANAGEMENT LLC,THE SPOT 420,Retail Marijuana Store,3504 North Elizabeth Street,Pueblo,81008,5/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-00157,RJL ASSET MANAGEMENT LLC,THE SPOT,Retail Marijuana Store,748 East Industrial Boulevard,Pueblo West,81007,1/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00519,RME GROUP LLC,AFFINITY,Retail Marijuana Store,7739 East Colfax Avenue,Denver,80220,11/12/2026,2026-04-02 00:00:00,Stores,Retail
402R-00755,ROCKY FARMS LLC,ROCKY FARMS,Retail Marijuana Store,1709 Swink Avenue,Rocky Ford,81067,5/29/2027,2026-04-02 00:00:00,Stores,Retail
402R-00270,ROCKY MOUNTAIN BLISS INC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,153 US Highway 550  Unit 102,Ridgway,81432,10/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00226,ROCKY ROAD REMEDIES LLC,ROCKY ROAD VAIL,Retail Marijuana Store,40928 US Highway 6  Unit 2B,Avon,81620,6/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-00633,ROCKY ROAD REMEDIES LLC,ROCKY ROAD THORNTON,Retail Marijuana Store,"3901 East 112th Avenue, Unit G",Thornton,80233,2/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00839,ROCKYS BEST LLC,THE STATION,Retail Marijuana Store,1701 Elm Avenue,Rocky Ford,81067,10/21/2026,2026-04-02 00:00:00,Stores,Retail
402R-01004,ROOTS MANAGEMENT LLC,BAHAMA MAMA CRAFT CANNABIS,Retail Marijuana Store,3000 Folsom Street,Boulder,80304,6/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00307,RRAW LLC,ROCKY ROAD AURORA,Retail Marijuana Store,1712 South Chambers Road,Aurora,80017,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00622,SACRED VALLEY FARMACY LLC,PRIMO,Retail Marijuana Store,34132 Highway 285,Villa Grove,81155,1/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00241,SALIDACO LLC,NATURES MEDICINE,Retail Marijuana Store,7595 West Highway 50,Salida,81201,5/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00538,SAN JUAN STRAINS INC,,Retail Marijuana Store,827 North Main Street,Gunnison,81230,1/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00542,SAN JUAN STRAINS INC,,Retail Marijuana Store,"356 East Pagosa Street, Unit B",Pagosa Springs,81147,12/30/2026,2026-04-02 00:00:00,Stores,Retail
402R-00970,SEPCO LLC,BASECAMP CANNABIS,Retail Marijuana Store,78259 US 40 Unit B,Winter Park,804820594,5/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00668,SEVEN-ONE-NINE LLC,RISE DISPENSARY,Retail Marijuana Store,3003 West Northern Avenue,Pueblo,81005,5/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-00737,SF BOUTIQUE LLC,LUCY SKY CANNABIS BOUTIQUE,Retail Marijuana Store,4301 South Santa Fe Drive,Sheridan,80110,3/26/2027,2026-04-02 00:00:00,Stores,Retail
402R-00251,SHERIDAN BOULEVARD RETAIL LLC,,Retail Marijuana Store,734 North Sheridan Boulevard,Denver,80214,9/9/2026,2026-04-02 00:00:00,Stores,Retail
402R-00498,SHRED INVESTMENTS LLC,HIGH WEST CANNABIS,Retail Marijuana Store,"10625 East 51st Avenue, Unit 100",Denver,80239,1/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00605,SILVER LAKE HOLDINGS LLC,ROOTED,Retail Marijuana Store,110 Santa Fe Trail,Trinidad,81082,10/5/2026,2026-04-02 00:00:00,Stores,Retail
402R-00140,SILVERPEAK CORP,SILVERPEAK,Retail Marijuana Store,"520 East Cooper Avenue, Units LL2 & LL3",Aspen,81611,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00253,SILVERPEAK CORP,THE DAB BY SILVERPEAK,Retail Marijuana Store,"2119 Larimer Street, Unit 1",Denver,80205,8/25/2026,2026-04-02 00:00:00,Stores,Retail
402R-00137,SILVERPEAK CORP,THE DAB BY SILVERPEAK,Retail Marijuana Store,2748 West Alameda Avenue,Denver,80219,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00462,SILVERPEAK CORP,THE DAB BY SILVERPEAK,Retail Marijuana Store,23 Mel Ray Road,Glenwood Springs,81601,8/21/2026,2026-04-02 00:00:00,Stores,Retail
402R-00816,SILVERPEAK CORP,THE DAB BY SILVERPEAK,Retail Marijuana Store,1063 Courtesy Road,Louisville,80027,3/25/2027,2026-04-02 00:00:00,Stores,Retail
402R-00794,SILVERPEAK CORP,THE DAB BY SILVERPEAK,Retail Marijuana Store,972 West Dillon Road  Unit B,Louisville,80027,1/9/2027,2026-04-02 00:00:00,Stores,Retail
402R-00693,SILVERPEAK CORP,,Retail Marijuana Store,"393 East 2nd Street, Unit 6",Parachute,81635,8/9/2027,2026-04-02 00:00:00,Stores,Retail
402R-00510,SIMPLY PURE COLORADO LLC,SIMPLY PURE,Retail Marijuana Store,2000 West 32nd Avenue,Denver,80211,10/8/2026,2026-04-02 00:00:00,Stores,Retail
402R-00965,SISTEM BONNIE BRAE LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,2331 East Ohio Avenue,Denver,80209,4/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-00817,SISTEM COMMERCE CITY LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,"5275 Quebec Street, Unit 105",Commerce City,80022,4/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-01068,SISTEM COS1 LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,5156 Centennial Boulevard,Colorado Springs,80919,3/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-01069,SISTEM COS2 LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,410 South 8th Street Unit B,Colorado Springs,80905,3/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00366,SISTEM FRASER LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,511 Zerex Street  Suite 203,Fraser,80442,11/21/2026,2026-04-02 00:00:00,Stores,Retail
402R-00757,SISTEM SHERIDAN LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,3701 South Santa Fe Drive Unit 7,Sheridan,80110,6/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00210,SKINNY PINEAPPLE INC,THE FARM MARIJUANA DISPENSARY BOULDER,Retail Marijuana Store,2801 Iris Avenue,Boulder,80301,5/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00807,SL ADAMS LLC,SNAXLAND,Retail Marijuana Store,6299 Federal Boulevard,Denver,80221,3/4/2027,2026-04-02 00:00:00,Stores,Retail
402R-00592,SL SHERIDAN LLC,LEVELS IV INC,Retail Marijuana Store,5201 West 48th Avenue,Denver,80212,8/22/2027,2026-04-02 00:00:00,Stores,Retail
402R-00981,SMOKIN' COWBOY LLC,,Retail Marijuana Store,7840 6th Street,Wellington,80549,10/24/2026,2026-04-02 00:00:00,Stores,Retail
402R-01058,SOCIAL REUNION LLC,SOCIAL CANNABIS DISPENSARY,Retail Marijuana Store,18494 East 104th Avenue Unit 100,Commerce City,80022,9/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00777,SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,SKM,Retail Marijuana Store,1077 County Road 308,Dumont,80436,9/12/2027,2026-04-02 00:00:00,Stores,Retail
402R-00239,SOLACE MEDS LLC,,Retail Marijuana Store,"301 Smokey Street, Unit A",Fort Collins,80525,8/13/2027,2026-04-02 00:00:00,Stores,Retail
402R-00910,SOLACE MEDS MASON LLC,,Retail Marijuana Store,3516 South Mason Street,Fort Collins,80525,4/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00153,SOLACE MEDS OF WHEAT RIDGE LLC,,Retail Marijuana Store,4845 Van Gordon Street,Wheat Ridge,80033,1/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00508,SOUTHERN COLORADO CANNABIS CLUB LLC,,Retail Marijuana Store,29577 Highway 159,Fort Garland,81133,10/5/2026,2026-04-02 00:00:00,Stores,Retail
402R-00923,SOUTHERN COLORADO REAL ESTATE DEVELOPERS OF BOULDER LLC,THE CANNABIS DEPOT BOULDER LLC,Retail Marijuana Store,3390 28th Street,Boulder,80301,7/30/2027,2026-04-02 00:00:00,Stores,Retail
402R-00515,SOUTHWEST ALTERNATIVE CARE LLC,KAYA,Retail Marijuana Store,3900 West Colfax Avenue,Denver,80204,11/10/2026,2026-04-02 00:00:00,Stores,Retail
402R-00563,SOUTHWEST SUNSHINE LLC,THE DOOBIE SISTERS,Retail Marijuana Store,695 North Broadway,Cortez,81321,4/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-01031,SOUTHWEST SUNSHINE LLC,DOOBIE SISTERS MANCOS,Retail Marijuana Store,385 North Willow Street,Mancos,81328,11/15/2026,2026-04-02 00:00:00,Stores,Retail
402R-00825,SOUTHWEST TRADING CORP,DARK SKY DISPENSARY,Retail Marijuana Store,138 East Main Street,Naturita,81422,6/10/2027,2026-04-02 00:00:00,Stores,Retail
402R-01086,SPARK CO LLC,SPARK CO,Retail Marijuana Store,5024 North Academy Boulevard,Colorado Springs,80918,3/31/2027,2026-04-02 00:00:00,Stores,Retail
402R-00758,SPARK VENTURES INC,SPARK DISPENSARY,Retail Marijuana Store,4799 North Colorado Boulevard,Denver,80216,6/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00487,ST ASPEN LLC,ROOTSRX,Retail Marijuana Store,"400 East Hyman Avenue, Unit A102",Aspen,81611,8/3/2027,2026-04-02 00:00:00,Stores,Retail
402R-00246,ST BASALT LLC,ROOTSRX,Retail Marijuana Store,165 Southside Drive,Basalt,81621,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00142,ST BROADWAY LLC,TERRAPIN CARE STATION,Retail Marijuana Store,"1 Broadway, Unit A-150",Denver,80203,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00242,ST EAGLE VAIL LLC,ROOTSRX,Retail Marijuana Store,"40690 Highway 6, Suite E-2",Avon,81620,8/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00571,ST EDWARDS LLC,ROOTSRX,Retail Marijuana Store,"210 Edwards Village Boulevard, Suite B110",Edwards,81632,5/24/2027,2026-04-02 00:00:00,Stores,Retail
402R-00175,ST FOLSOM LLC,TERRAPIN CARE STATION,Retail Marijuana Store,1795 Folsom Street,Boulder,80302,11/22/2026,2026-04-02 00:00:00,Stores,Retail
402R-00505,ST GUNNISON LLC,ROOTS RX,Retail Marijuana Store,1198 B North Main Street,Gunnison,81230,9/28/2027,2026-04-02 00:00:00,Stores,Retail
402R-00362,ST LEADVILLE LLC,ROOTSRX,Retail Marijuana Store,145 Front Street,Leadville,80461,11/18/2026,2026-04-02 00:00:00,Stores,Retail
402R-00716,ST LONGMONT LLC,TERRAPIN CARE STATION,Retail Marijuana Store,650 20th Avenue,Longmont,80501,1/8/2027,2026-04-02 00:00:00,Stores,Retail
402R-00761,ST MANHATTAN LLC,TERRAPIN CARE STATION,Retail Marijuana Store,"5370 Manhattan Circle, Suite 104,",Boulder,80303,6/18/2027,2026-04-02 00:00:00,Stores,Retail
402R-00269,ST MISSISSIPPI LLC,TERRAPIN CARE STATION,Retail Marijuana Store,"11091 East Mississippi Avenue, Suite A",Aurora,80012,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00713,STEM BEACH LLC,THE CANNABIS DEPOT,Retail Marijuana Store,2440 Interstate 25 North  Unit B,Pueblo,81008,12/26/2026,2026-04-02 00:00:00,Stores,Retail
402R-00494,STONE T.M.C. LLC,THE STONE,Retail Marijuana Store,4842 Morrison Road Unit 420,Denver,80219,8/26/2027,2026-04-02 00:00:00,Stores,Retail
402R-01098,STONEY HARRIS LLC,KIKA KUSH,Retail Marijuana Store,555 North Circle Drive,Colorado Springs,80909,4/10/2027,2026-04-02 00:00:00,Stores,Retail
402R-00863,SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,Retail Marijuana Store,5420 Arapahoe Avenue  Unit D,Boulder,80303,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00133,SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,Retail Marijuana Store,2117 Larimer Street Unit 1,Denver,80205,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00646,SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,Retail Marijuana Store,2042 South Bannock Street,Denver,80223,2/13/2027,2026-04-02 00:00:00,Stores,Retail
402R-00889,SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,Retail Marijuana Store,4071 Ute Highway,Lyons,80503,11/30/2026,2026-04-02 00:00:00,Stores,Retail
402R-00977,SUN HOUSE CB LLC,,Retail Marijuana Store,"309 Belleview Avenue, Unit 1A",Crested Butte,81224,9/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-00248,SUN HOUSE SALIDA LLC,3D CANNABIS CENTER,Retail Marijuana Store,248 East US Highway 50,Salida,81201,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00147,SUNRISE SOLUTIONS,,Retail Marijuana Store,43 Main Street,Bailey,80421,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00208,SUSTAINABLE HEALTH LLC,14ER HOLISTICS,Retail Marijuana Store,"2897 Mapleton Avenue, Suite 800",Boulder,80301,4/8/2027,2026-04-02 00:00:00,Stores,Retail
402R-00211,SWEET LEAF PIONEER LLC,,Retail Marijuana Store,825 A Chambers Avenue,Eagle,81631,4/14/2027,2026-04-02 00:00:00,Stores,Retail
402R-00275,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,Retail Marijuana Store,16840 East Iliff Avenue,Aurora,80013,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00031,SWEETWATER PARTNERS LLC,DANKS A LOT,Retail Marijuana Store,330 East Colfax Avenue,Denver,80203,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00032,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,Retail Marijuana Store,1724 South Broadway,Denver,80210,1/1/2027,2026-04-02 00:00:00,Stores,Retail
