"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PR-000374","Processor - License","MPV Wellness Inc.","21445 Hoover RD Suite 313, Warren MI 48089","01/02/2027","Active",,,
"GR-C-003489","Class C Grower – License","PB2024, LLC","38708 Fisk Lake RD, Paw Paw MI 49079","12/26/2026","Active",,,
"GR-C-003488","Class C Grower – License","PB2024, LLC","38708 Fisk Lake RD, Paw Paw MI 49079","12/26/2026","Active",,,
"GR-C-003487","Class C Grower – License","PB2024, LLC","38708 Fisk Lake RD, Paw Paw MI 49079","12/26/2026","Active",,,
"GR-C-003486","Class C Grower – License","PB2024, LLC","38708 Fisk Lake RD, Paw Paw MI 49079","12/26/2026","Active",,,
"GR-A-000257","Class A Grower – License","High Science, LLC","1437 Highland Cove DR, Beaverton MI 48612","12/26/2026","Active",,,
"GR-C-003491","Class C Grower – License","Monroe Cultivation LLC","15600 S. Telegraph RD Unit C, Monroe MI 48161","10/17/2026","Active",,,
"GR-C-003497","Class C Grower – License","PMG JSJ Operations, LLC","1823 Commerce ST, Muskegon MI 49441","12/15/2026","Active",,,
"PR-000376","Processor - License","OLD 27 EXTRACTS","292 Spires PKWY, Tekonsha MI 49092","08/17/2026","Active",,,
"PC-000895","Provisioning Center - License","Moses Roses EP","17375 East 8 Mile Road, Eastpointe MI 48021","12/12/2026","Active",,,
"ERG-005173","Entity Prequalification","Frank Investments Group 3, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-005183","Entity Prequalification","Warren Provisioning Group LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-B-000055","Class B Grower – License","BG Grow, LLC","23881 Dequindre RD, Hazel Park MI 48030","12/01/2026","Active",,,
"GR-C-003490","Class C Grower – License","HI Cannabis Ann Arbor","975 Phoenix DR, Ann Arbor MI 48108","11/19/2026","Active",,,
"ERG-005180","Entity Prequalification","Five Lakes Made, LLC",,"12/31/2099","Active - Main Applicant",,,
"PR-000375","Processor - License","Objectiv Growth Michigan LLC","775 E Washington AVE, Jackson MI 49203","09/16/2026","Active",,,
"ERG-005177","Entity Prequalification","Cheboygan Property Group LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-003464","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003463","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003462","Class C Grower – License","Northwoods Cultivation LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003461","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003460","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003459","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003458","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003457","Class C Grower – License","Northwoods Cultivation LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003456","Class C Grower – License","Northwoods Cultivation LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"GR-C-003455","Class C Grower – License","Northwoods Cultivation, LLC","1751 W. Beecher ST, Adrian MI 49221","03/26/2027","Active",,,
"PC-000893","Provisioning Center - License","Pure Lapeer","1330 Imlay City RD Unit A-D, Lapeer MI 48446","10/28/2026","Active",,,
"PC-000891","Provisioning Center - License","House Of Dank Lapeer","200 E. Genesee ST Unit 1 & 2, Lapeer MI 48446","10/24/2026","Active",,,
"ERG-005174","Entity Prequalification","Canna Mgmt Group, LLC",,"10/22/2027","Active - Main Applicant",,,
"PC-000892","Provisioning Center - License","JARS Cannabis","1035 W 12 Mile RD, Madison Heights MI 48071","10/21/2026","Active",,,
"SC-000047","Safety Compliance - License","Aurora Analytical Labs, LLC","1424 Straits DR, Bay City MI 48706","10/20/2026","Active",,,
"ERG-005167","Entity Prequalification","The Pure Lapeer, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-005164","Entity Prequalification","Green Gold Growth LLC",,"10/06/2027","Active - Main Applicant",,,
"ERG-005137","Entity Prequalification","NSF Testing, LLC",,"09/18/2027","Active - Main Applicant",,,
"ERG-005156","Entity Prequalification","MPV Wellness Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-003453","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003452","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003451","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003450","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003449","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003448","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003447","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003446","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003445","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003433","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003444","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003443","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003442","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003441","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003440","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003439","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003438","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003437","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003436","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003435","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003434","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"GR-C-003432","Class C Grower – License","Budhaven, LLC","6329 Chief RD, Brethren MI 49619","09/17/2026","Active",,,
"ERG-005159","Entity Prequalification","West Malcolm X, LLC",,"09/15/2027","Active - Main Applicant",,,
"GR-C-003392","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"GR-C-003391","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"GR-C-003390","Class C Grower – License","Distro 10 Inc","21445 Hoover RD Suite 315A, Warren MI 48089","08/18/2026","Active",,,
"ERG-005152","Entity Prequalification","Aurora Analytical Labs, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000255","Class A Grower – License","Bud Bundy Farms, LLC","7044 State RD, Millington MI 48746","09/08/2026","Active",,,
"GR-B-000054","Class B Grower – License","Great Lakes Cannabis Management Group, LLC","7919 E 56th ST, Chase MI 49623","09/02/2026","Active",,,
"ERG-005153","Entity Prequalification","Mookie G's Holdings LLC",,"08/19/2027","Active - Main Applicant",,,
"ERG-005146","Entity Prequalification","PMG JSJ Operations, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-005145","Entity Prequalification","PMG River Road, LLC",,"08/18/2027","Active - Main Applicant",,,
"ERG-005141","Entity Prequalification","PMG Gulf Shore LLC",,"08/18/2027","Active - Main Applicant",,,
"ERG-005140","Entity Prequalification","Kaoud Holdings, Inc.",,"08/14/2027","Active - Main Applicant",,,
"ERG-005151","Entity Prequalification","Bud Bundy Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-005150","Entity Prequalification","ME3L Holdings, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000889","Provisioning Center - License","LaHaze Cannabis Company","217 Mill ST, Cheboygan MI 49721","08/07/2026","Active",,,
"GR-C-003389","Class C Grower – License","Michigan Pure Pharms","9286 N. Saginaw RD, Mt. Morris MI 48458","06/29/2026","Active",,,
"PC-000890","Provisioning Center - License","Moses Roses","5806 Dixie HWY, Waterford MI 48329","08/01/2026","Active",,,
"GR-C-003378","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003377","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003379","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"ERG-005134","Entity Prequalification","TRC Lapeer, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-003380","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003276","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003275","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003277","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"GR-C-003278","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/13/2026","Active",,,
"ERG-005135","Entity Prequalification","MAT VENTURES, LLC",,"07/10/2027","Active - Main Applicant",,,
"ERG-005130","Entity Prequalification","BG  Grow, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-003289","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-003288","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-003287","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-003286","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-003285","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-003201","Class C Grower – License","Wildfire Investments 2, LLC","1110 Tower ST, Flint MI 48503","07/08/2026","Active",,,
"GR-C-003207","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003284","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003283","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003282","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003281","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003280","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003279","Class C Grower – License","Jad3 Tawas Holdings, LLC","3167 Alabaster RD, Tawas City MI 48763","07/07/2026","Active",,,
"GR-C-003273","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003272","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003271","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003270","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003269","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003268","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003267","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Document Available",
"GR-C-003266","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003265","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003264","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003263","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003261","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003262","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003260","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003259","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003258","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003257","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003256","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003255","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003254","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003253","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003252","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003251","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003250","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003249","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003248","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003247","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003246","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
"GR-C-003245","Class C Grower – License","Berry Green Farms, LLC","16389 Black ST, Vandalia MI 49095","07/01/2026","Active",,"Public Documents Available",
